Emotion,Description,Source
Frightened,"Extreme fear leading to a fatal outcome, as recorded in a historical mortality bill from September 1665.",The Book of Human Emotions
Fear,"The text reflects an amplified sense of fear and anxiety, as described in the context of societal risk-taking and low expectations.",The Book of Human Emotions
Resignation,The text conveys a sense of acceptance or inevitability regarding the manipulative nature of advertisements fulfilling their intended purpose.,The Book of Human Emotions
Confidence,"A positive feeling of self-assurance and satisfaction with oneself, often stemming from a sense of competence or achievement.",The Book of Human Emotions
Lightness,"A feeling of ease and upliftment in the heart, suggesting emotional relief or joy.",The Book of Human Emotions
Interest,"The text reflects a growing curiosity and focus on positive psychology and its historical context, particularly in relation to self-esteem and modern child-rearing practices.",The Book of Human Emotions
Concern,"The text reflects concern about the impact of the self-esteem movement over the past decade, as discussed in Jean M. Twenge's ""Generation Me.""",The Book of Human Emotions
Formality in grief,"A composed and structured emotional state often experienced after intense grief or loss, marked by a sense of detachment and solemnity.",The Book of Human Emotions
Numbness,"The poem describes the emotional numbness and detachment that follows intense pain, portraying a formal, almost mechanical state of being as the mind and body process trauma.",The Book of Human Emotions
Fraudulence,"A feeling of inadequacy or self-doubt, often accompanied by the fear of being exposed as a fraud despite evidence of competence or success.",The Book of Human Emotions
Guilt,"A feeling of wrongdoing and moral unease, likened to a bank clerk who has committed fraud, reflecting internal conflict and self-reproach.",The Book of Human Emotions
Imposter Phenomenon,"A feeling of self-doubt and inadequacy experienced by high-achieving individuals, often attributing success to external factors rather than personal ability, as described by psychologists Clance and Imes in their 1978 study.",The Book of Human Emotions
Imposterism,"The feeling of self-doubt and suspicion about being a fraud, as highlighted in Maria Klawe's interview on imposter syndrome.",The Book of Human Emotions
Glee,"A feeling of great joy, delight, or happiness, often expressed with excitement and enthusiasm.",The Book of Human Emotions
Glee,"The MI6 Chief describes the UK's enemies feeling glee, as they benefit from the NSA security leaks, highlighting their satisfaction and opportunistic reaction to the situation.",The Book of Human Emotions
Curiosity,"The text reflects a sense of curiosity, as it references a historical source to seek knowledge or understanding about a specific topic.",The Book of Human Emotions
Gratitude,"A feeling of thankfulness and appreciation, often directed towards someone or something for their kindness, help, or positive impact.",The Book of Human Emotions
Skepticism,"The text conveys a sense of doubt or hesitation, as the term ""hokey"" suggests something perceived as overly sentimental or lacking credibility.",The Book of Human Emotions
Happiness,"The focus is on enhancing the happiness of individuals who already experience relatively untroubled lives, aiming for lasting fulfillment through positive psychology principles.",The Book of Human Emotions
Neutral,"The text does not convey an emotional tone but references the concept of the ""invisible hand"" in economic theory, introduced by Adam Smith in 1776.",The Book of Human Emotions
Gratitude,A feeling of thankfulness and a desire to reciprocate or return good for good received.,The Book of Human Emotions
Gratitude,"McDougall described gratitude as a “negative self-feeling,” suggesting it involves a sense of personal humility or diminished self-importance.",The Book of Human Emotions
Gratitude,"Gratitude is a positive emotion involving appreciation and thankfulness, often linked to expressing thanks and visualizing positive outcomes, as studied by Sheldon and Lyubomirsky in the context of enhancing and sustaining well-being.",The Book of Human Emotions
Grief,"A deep sorrow often caused by loss, such as the death of a loved one, characterized by feelings of sadness, longing, and emotional pain.",The Book of Human Emotions
Awe,"The description conveys a sense of wonder and admiration for the artistic and historical significance of the stone sculpture, emphasizing its connection to Ice Age art and the evolution of human creativity.",The Book of Human Emotions
Despair,"The speaker conveys a sense of hopelessness and futility in attempting to articulate their feelings, suggesting overwhelming despair.",The Book of Human Emotions
Isolation,"A sense of detachment and silence lasting for a week, reflecting emotional withdrawal or solitude.",The Book of Human Emotions
Not explicitly stated,"The text does not directly describe an emotion but references a cultural study on the Koma people of northern Ghana, focusing on their way of life as documented by Franz Kröger and Ben Baluri Saibu.",The Book of Human Emotions
Grief,"A persistent and unsettled emotional state, marked by a sense of impermanence and uncertainty, as described in C. S. Lewis's reflections on loss.",The Book of Human Emotions
Fear,"The text evokes fear through the depiction of torment after death, emphasizing the consequences of actions in the afterlife.",The Book of Human Emotions
Grief,"Grief is portrayed as both a personal experience and a public performance, emphasizing the necessity of expressing it visibly to fulfill societal expectations.",The Book of Human Emotions
Grief,"Grief is a complex emotional response to loss, often understood through the ""five stages of grief"" model introduced by Elisabeth Kübler-Ross in her book *On Death and Dying* (1969).",The Book of Human Emotions
Resignation,"The phrase conveys a sense of subdued acceptance or lack of dramatic recovery, implying a quiet, gradual process rather than an abrupt or forceful change.",The Book of Human Emotions
Guilt,"A feeling of responsibility or remorse for a perceived wrongdoing, mistake, or failure, often accompanied by a desire to make amends.",The Book of Human Emotions
Guilt,"The statement conveys a sense of guilt or blame, suggesting responsibility for the speaker's well-being is being placed on another person.",The Book of Human Emotions
Curiosity,"The text reflects an intellectual curiosity, focusing on Freud's exploration of dreams and his analytical work in ""The Interpretation of Dreams.""",The Book of Human Emotions
Guilt,"Freud describes an inner monologue, termed the ""voice of the Father,"" as a manifestation of guilt, stemming from internalized authority and moral judgment within the psyche.",The Book of Human Emotions
Guilt,"A blend of self-accusation and repentance, reflecting a sense of personal responsibility and a desire for atonement.",The Book of Human Emotions
Han,"A complex Korean emotion blending sorrow, resentment, and longing, often tied to historical or personal suffering, yet also encompassing resilience and hope.",The Book of Human Emotions
Longing,"A yearning for an ideal or utopian existence, reflecting a deep desire for a better, harmonious world.",The Book of Human Emotions
Happiness,"A state of joy, contentment, or satisfaction often resulting from positive experiences or achievements.",The Book of Human Emotions
Happiness,A sense of joy or contentment derived from a specific experience or situation.,The Book of Human Emotions
Happiness,"Reflecting on happiness can disrupt its experience, as overanalyzing the feeling may shift focus away from the present moment, diminishing the emotion itself.",The Book of Human Emotions
Happiness,"A profound and ultimate state of fulfillment and purpose, regarded as the essential goal of human existence.",The Book of Human Emotions
Pleasure,"A focus on cataloging and measuring pleasures, emphasizing their value and significance in moral and legislative contexts.",The Book of Human Emotions
Self-consciousness,"A heightened awareness and scrutiny of oneself, often involving introspection and critical evaluation of personal actions or thoughts.",The Book of Human Emotions
Aversion to happiness,"A reluctance or resistance to experiencing happiness, influenced by cultural and contextual factors, as explored in a study on why some individuals or groups avoid happiness.",The Book of Human Emotions
Happiness,"A sense of security and triumph, symbolized by navigating a precarious situation successfully, akin to crossing a perfect bridge over dangers like crocodiles.",The Book of Human Emotions
Hatred,"An intense feeling of deep dislike or hostility, often directed toward someone or something perceived as harmful, offensive, or opposing one's values.",The Book of Human Emotions
Anger,"Abdel, a youth from the banlieues, embodies frustration and anger stemming from systemic inequality and social injustice, as depicted in Mathieu Kassovitz's film *La Haine* (1995).",The Book of Human Emotions
Belief-based judgment,"This emotion arises from perceiving someone as embodying a specific character or type, influencing how we feel about them based on that belief.",The Book of Human Emotions
Unclear,The provided text does not contain an explicit description of an emotion to analyze.,The Book of Human Emotions
Weariness,"A sense of exhaustion and disillusionment with all aspects of life, reflecting a broader existential fatigue.",The Book of Human Emotions
Hoarding,"A strong compulsion to accumulate and keep items, often driven by fear of loss, attachment, or perceived future utility, leading to difficulty discarding possessions.",The Book of Human Emotions
Self-reflection,"The act of collecting is tied to introspection, as it ultimately reflects and gathers aspects of oneself, emphasizing personal identity and self-awareness.",The Book of Human Emotions
Uncertainty,"Stephen Grosz explores the discomfort and challenges of uncertainty, emphasizing how it shapes human behavior and self-discovery.",The Book of Human Emotions
Disdain,"Oscar the Grouch expresses a fondness for trash, reflecting his disdain for conventional preferences and societal norms.",The Book of Human Emotions
Contentment,"A sense of peace, belonging, and fulfillment derived from feeling at home or connected to a place or community.",The Book of Human Emotions
Nostalgia,"A reflective longing for the comfort and familiarity of home, evoking a deep emotional connection to a place of belonging.",The Book of Human Emotions
Nostalgia,"The writer Iain Sinclair reflects on the past with a sense of longing and sentimental value, as explored in the Radio 3 Free Thinking documentary aired on May 20, 2014.",The Book of Human Emotions
Homesickness,"A longing for one's home or familiar surroundings, often accompanied by feelings of nostalgia, sadness, and discomfort when away from them.",The Book of Human Emotions
Homesickness,"A longing for home, often experienced during times of separation or upheaval, as explored in Susan Matt's historical analysis of its prevalence during the American Civil War.",The Book of Human Emotions
Concern,"The text conveys a sense of concern for military families, emphasizing the importance of guidance and precautions when using social media to ensure safety and security.",The Book of Human Emotions
Taboo,"A socially or culturally prohibited feeling or topic, often avoided due to discomfort or societal norms.",The Book of Human Emotions
Exile,"A profound sense of separation and irreparable division, evoking feelings of loss, displacement, and disconnection from one’s origins or identity.",The Book of Human Emotions
Hopefulness,A feeling of optimism and expectation for positive outcomes or a better future.,The Book of Human Emotions
Frustration,"Barbara Ehrenreich expresses frustration with the pressure to adopt positive thinking after her cancer diagnosis, critiquing societal expectations and the dismissal of genuine emotions in favor of forced optimism.",The Book of Human Emotions
Ambivalence,"The study explores mixed feelings, questioning whether finding positive aspects in adverse situations, like breast cancer, always leads to beneficial outcomes.",The Book of Human Emotions
Annoyance,"A brief expression of irritation or mild anger, often conveyed through a sharp or impatient sound like a ""huff.""",The Book of Human Emotions
Curiosity,"The text reflects an intellectual curiosity about historical perspectives on medicine, as explored in Shigehisa Kuriyama's work on Greek and Chinese medical traditions.",The Book of Human Emotions
Bitterness,"A sense of harshness and emotional pain, likened to the biting and relentless force of bitter winds.",The Book of Human Emotions
Humiliation,"A feeling of deep embarrassment or shame caused by a loss of dignity, respect, or self-esteem, often in a public or degrading context.",The Book of Human Emotions
Humiliation,"A profound sense of collective shame and humility, as declared by Abraham Lincoln for a national day of reflection, fasting, and prayer.",The Book of Human Emotions
Sorrow,"Reflects sadness and distress over cruelty and brutality, as discussed in the context of Kofi Annan's biography during Maya Angelou's Black History Month Special.",The Book of Human Emotions
Humiliation,"Described as a ""nuclear bomb of the emotions,"" humiliation is portrayed as a profoundly destructive and intense emotional experience with significant personal and social impact.",The Book of Human Emotions
Humiliation,"Humiliation is highlighted as a state that does not inherently lead to humility, emphasizing a distinction between being demeaned and adopting a humble disposition.",The Book of Human Emotions
Awareness,"The phrase ""check your privilege"" evokes a sense of awareness, prompting individuals to reflect on their societal advantages and biases, as explored in Roxanne Gay's ""Bad Feminist: Essays.""",The Book of Human Emotions
Hunger,"A physical sensation or craving for food, often accompanied by discomfort or a need to eat to satisfy the body's energy requirements.",The Book of Human Emotions
Emotional eating,"Emotions can drive overeating, as explored in Susie Orbach's book ""Fat Is a Feminist Issue"" (1978).",The Book of Human Emotions
Sadness,"The phrase conveys a sense of sorrow or lament, possibly reflecting emotional pain or longing, as suggested by the crying of the ""ambiowa.""",The Book of Human Emotions
Ijirashii,"A Japanese term describing the feeling of being emotionally moved by someone's admirable perseverance, effort, or courage in the face of hardship.",The Book of Human Emotions
Determination,"A persistent and optimistic mindset focused on overcoming challenges, inspired by self-belief and repeated affirmations of capability.",The Book of Human Emotions
Nostalgia,"Reflecting on Churchill evokes a sense of longing and sentimentality, as explored in Thomas Dixon's ""Weeping Britannia,"" which examines the emotional history of Britain, including moments of national tears and remembrance.",The Book of Human Emotions
Ilinx,"A sensation of disorientation or dizziness, often associated with a thrilling or playful loss of control.",The Book of Human Emotions
Excitement,"A peculiar and unusual feeling of thrill or stimulation, as referenced in the context of games and play.",The Book of Human Emotions
Impatience,A restless or eager feeling stemming from a desire for something to happen quickly or frustration with delays.,The Book of Human Emotions
Anticipation,"The text evokes a sense of anticipation, likely tied to the experience of waiting in a room, emphasizing the tension or expectation associated with such moments.",The Book of Human Emotions
Reverence,"The text reflects admiration and respect for the work and perspective of great poets, emphasizing their openness to embrace all aspects of human experience.",The Book of Human Emotions
Longing,"The quote conveys a sense of yearning and impatience, suggesting that time feels slow and burdensome until love is fulfilled or its rituals are complete.",The Book of Human Emotions
Indignation,A feeling of anger or annoyance provoked by perceived unfair treatment or injustice.,The Book of Human Emotions
Wrath,"A powerful and awe-inspiring anger, described as majestic, conveying a sense of grandeur and intensity.",The Book of Human Emotions
Indignation,"A moral emotion involving anger or displeasure at perceived injustice or undeserved good fortune, as discussed by Aristotle and explored in classical literature.",The Book of Human Emotions
Anger,"Intense emotional response to significant harm or injury, as described by Thomas Hobbes in *Leviathan*.",The Book of Human Emotions
Inspiration,"The speech evokes admiration and motivation, showcasing powerful rhetoric and impactful delivery that resonates with the audience.",The Book of Human Emotions
Indignation,A powerful expression of anger and moral outrage directed at the injustice and cruelty of slaveholders.,The Book of Human Emotions
Inhabitiveness,"A deep attachment or strong emotional connection to one's home, place of origin, or familiar surroundings.",The Book of Human Emotions
Continuity,"A deep appreciation or affection for consistency and stability, as referenced in Sidney Smith's work on phrenology.",The Book of Human Emotions
Irritation,"A feeling of mild anger or annoyance, often triggered by something bothersome or frustrating.",The Book of Human Emotions
Defiance,"Marinetti expresses the thrill and satisfaction derived from being booed, viewing it as a validation of challenging norms and provoking strong reactions, aligning with the Futurist ethos of rebellion and innovation.",The Book of Human Emotions
Irritability,"A state of heightened sensitivity or annoyance, potentially linked to physical or mental tension, as referenced in the context of neuroscientific concepts.",The Book of Human Emotions
Irritability,"Refers to a state of heightened sensitivity or agitation, historically linked to soldiers' experiences and stress, particularly during and after wartime, as explored in the context of cardiology from the US Civil War to World War I.",The Book of Human Emotions
Jealousy,"A feeling of resentment or envy towards someone due to their success, possessions, or relationships, often accompanied by insecurity or fear of loss.",The Book of Human Emotions
Jealousy,"Jealousy is portrayed as an inherent aspect of love, suggesting that true love cannot exist without the presence of jealousy, as expressed in Andreas Capellanus's work on courtly love.",The Book of Human Emotions
Jealousy,"A metaphor for jealousy, symbolizing envy and resentment towards another's success or possessions, as referenced in Shakespeare's *Othello*.",The Book of Human Emotions
Sadistic cruelty,"The statement reflects a deliberate and calculated infliction of pain, showcasing a cruel and sadistic intent in directing the executioner to prolong suffering.",The Book of Human Emotions
Jealousy,"Jealousy is described as an intense rage, referenced by Lord Chief Justice Holt in R v. Mawgridge (1707), citing Proverbs 6:34 from the King James Bible.",The Book of Human Emotions
Jealousy,"The jealous man experiences compounded suffering, enduring emotional pain multiple times over due to his feelings of insecurity and comparison.",The Book of Human Emotions
Sympathy,"Judges exhibit sympathy, as discussed by Jeremy Horder on BBC Radio 4's Woman’s Hour, highlighting the persistence of empathetic responses in judicial contexts.",The Book of Human Emotions
Joy,"A feeling of great happiness, delight, or pleasure often arising from positive experiences or achievements.",The Book of Human Emotions
Bliss,"Bertha Young feels an overwhelming sense of joy and contentment, a euphoric connection to life and her surroundings, as she reflects on her emotions and experiences.",The Book of Human Emotions
Joy,"Joy is defined as a pleasurable experience that arises from an increase in one's power or ability to act, as discussed in Spinoza's exploration of emotions in Ethics III.",The Book of Human Emotions
Discomforted pleasure,"A paradoxical mix of pleasure and unease, suggesting a physical or emotional enjoyment that is dampened or tainted by an unpleasant quality.",The Book of Human Emotions
Vigilance,"The description conveys a state of intense focus and watchfulness, likened to a hawk poised and alert, observing its surroundings with precision.",The Book of Human Emotions
Liget,"A complex emotion from the Ilongot people of the Philippines, characterized by intense energy, passion, and a mix of anger and joy, often linked to a desire for action or expression.",The Book of Human Emotions
Liget,"Liget is an intense, complex emotion among the Ilongot people, encompassing energy, passion, and a drive for action, often linked to social and existential vitality.",The Book of Human Emotions
Grief-fueled rage,"A profound anger intertwined with grief, reflecting intense emotional turmoil and loss, as discussed in Renato Rosaldo's work.",The Book of Human Emotions
Litost,"A Czech term describing a state of torment caused by the sudden realization of one's own misery or inadequacy, often accompanied by a desire for revenge or self-improvement.",The Book of Human Emotions
Torment,"A profound state of mental or emotional suffering, characterized by intense distress or agony.",The Book of Human Emotions
Loneliness,"A feeling of sadness or isolation due to a lack of companionship, connection, or meaningful relationships.",The Book of Human Emotions
Alienation,"The scene conveys a sense of detachment and isolation, reflecting the protagonist's disconnection from society and his surroundings.",The Book of Human Emotions
Isolation,"The text conveys the negative effects of solitude, suggesting it leads to ignorance and highlights the preference for active engagement in public and social life over isolation.",The Book of Human Emotions
Lonesomeness,"A profound sense of isolation and solitude, as described in the context of urban life and its psychological impacts, emphasizing the emotional detachment experienced in metropolitan environments.",The Book of Human Emotions
Loneliness,"A feeling of social disconnection, emphasized by the high stakes of lacking meaningful relationships, as supported by research in John T. Cacioppo's work.",The Book of Human Emotions
Isolation,"Hikikomori refers to extreme social withdrawal, often seen in Japan, where individuals isolate themselves from society for extended periods, reflecting deep feelings of detachment and avoidance.",The Book of Human Emotions
Love,"A deep affection, care, and connection towards someone or something, often accompanied by warmth, devotion, and a sense of attachment.",The Book of Human Emotions
Longing,"A deep yearning and desire for closeness, expressed through a heartfelt address to a loved one, reflecting emotional intimacy and attachment.",The Book of Human Emotions
Vulnerability,"The speaker conveys a sense of fragility and emotional exposure, symbolized by a stuttering, lost voice, reflecting inner turmoil or hesitation.",The Book of Human Emotions
Resignation,"The statement reflects a sense of acceptance and letting go, suggesting a decision to move forward from a situation or emotional state.",The Book of Human Emotions
Lovesickness,"A profound emotional and physical condition historically associated with unrequited or intense romantic longing, often linked to melancholy and explored in medical and literary contexts, as discussed in Marion A. Wells' work on love-melancholy in early modern romance.",The Book of Human Emotions
Restlessness,"A persistent, day-long feeling of unease or yearning, likened to the repetitive, restless action of a bird preening.",The Book of Human Emotions
Love,Alec expresses deep affection and romantic devotion through his declaration of love.,The Book of Human Emotions
Unease,"A feeling of discomfort or apprehension, often associated with a sense of something being out of place or unfamiliar.",The Book of Human Emotions
Not provided,The text does not explicitly describe an emotion or provide sufficient context to identify one.,The Book of Human Emotions
Melancholy,"A deep, reflective sadness often accompanied by a sense of longing or introspection.",The Book of Human Emotions
Melancholy,"A bittersweet feeling of sadness and nostalgia, described as ""sugarcoated misery,"" reflecting sentimental longing in the song “Sentimental and Melancholy” by Johnny Mercer and Richard Whiting.",The Book of Human Emotions
Irritability,"A heightened sensitivity to minor provocations, leading to quick and intense anger or agitation.",The Book of Human Emotions
Melancholy,"A profound sense of sadness or gloom, depicted as overwhelming and distorted by dreadful imaginings.",The Book of Human Emotions
Not explicitly stated,"The text does not describe an emotion but references a historical work, ""Three Books on Life"" by Marsilio Ficino, published in 1489 and edited in 1989.",The Book of Human Emotions
Grief,"The phrase reflects deep sorrow and mourning, symbolized by external expressions like attire and demeanor associated with woe.",The Book of Human Emotions
Mono no Aware,"A deep, bittersweet appreciation of the transient beauty of life, evoking both joy and melancholy.",The Book of Human Emotions
Melancholy,"A reflective sadness evoked by the passing of autumn and the absence of its beauty, symbolizing impermanence and loss.",The Book of Human Emotions
Curiosity,"A fascination with dark, unsettling, or taboo subjects, driven by a desire to explore and understand the macabre or forbidden.",The Book of Human Emotions
Not provided,"The text does not explicitly describe an emotion, but references a philosophical discussion in Plato's *The Republic*.",The Book of Human Emotions
Detachment,"Kant describes observing life with detachment, likening it to watching a theater play, emphasizing an objective and reflective stance toward human actions and experiences.",The Book of Human Emotions
Shadow integration,"The concept involves recognizing and integrating the darker, unconscious aspects of the self, as explored by Carl Jung in his work on the psyche and self-awareness.",The Book of Human Emotions
Voyeuristic detachment,"The emotion reflects a detached curiosity or passive observation of others' suffering, highlighting a sense of distance and lack of direct involvement.",The Book of Human Emotions
Mudita,"A feeling of joy and happiness derived from delighting in the success, well-being, or happiness of others, often associated with selfless and empathetic appreciation.",The Book of Human Emotions
Schadenfreude,"The feeling of pleasure or satisfaction derived from witnessing others' failures or misfortunes, as expressed in the desire for others to fail alongside one's own success.",The Book of Human Emotions
Regret,"A feeling of disappointment or sorrow over something that has happened or been done, often accompanied by a sense of wishing it could have been different.",The Book of Human Emotions
Disappointment,"The statement conveys a sense of underwhelming recognition or dissatisfaction, highlighting the insignificance of a Ninth Place ribbon.",The Book of Human Emotions
Homesickness,"A deep yearning or longing for one's homeland, often accompanied by feelings of nostalgia and emotional connection to one's place of origin.",The Book of Human Emotions
Not explicitly stated,"The text references a study on cultural influences in categorizing emotions, specifically among the Pintupi people, but does not directly describe a specific emotion.",The Book of Human Emotions
Nostalgia,"A sentimental longing or wistful affection for the past, often triggered by memories of a specific time, place, or experience.",The Book of Human Emotions
Nostalgia,"Nostalgia is characterized by physical manifestations such as frequent sighs and disturbed sleep, as described in Johannes Hofer's medical dissertation.",The Book of Human Emotions
Nostalgia,"A sentimental longing for the past, often tied to personal or collective memories, as explored in historical and cultural contexts.",The Book of Human Emotions
Stability,"A sense of coherence and steadiness in life, reflecting a feeling of order and reliability.",The Book of Human Emotions
Nostalgia,"A humorous reflection on the past, evoking a sentimental longing for retro trends and cultural elements, coupled with a playful concern about their potential scarcity.",The Book of Human Emotions
Nostalgia,"Nostalgia is presented as an existential resource that connects the past to the present, making life more meaningful, as explored in a study by Clay Routledge et al.",The Book of Human Emotions
Nostalgia,"A sentimental longing for the past, often evoked by activities or memories, which can provide emotional comfort and psychological benefits.",The Book of Human Emotions
Nostalgia,"Nostalgia is explored as a comforting emotion that helps maintain physiological well-being, as detailed in research by Xinyue Zhon and colleagues in their study on heartwarming memories.",The Book of Human Emotions
Overwhelmed,"A state of being emotionally or mentally burdened by an excessive amount of stress, tasks, or feelings.",The Book of Human Emotions
Pride,"The text conveys a sense of pride in her exceptional talent and achievement in poetry, as noted in a historical reference.",The Book of Human Emotions
Curiosity,"The text reflects a sense of inquisitiveness, questioning whether any place on earth is free from a particular condition or situation, implying a desire for understanding or exploration.",The Book of Human Emotions
Neutral,"The text conveys a practical and informative tone, referencing a scholarly work without any emotional undertone.",The Book of Human Emotions
Struggle,"The text conveys the emotional challenge and effort associated with intense and demanding study, reflecting a sense of perseverance through difficulty.",The Book of Human Emotions
Panic,"A sudden, intense feeling of fear or anxiety, often causing a loss of control or irrational behavior in response to a perceived threat or danger.",The Book of Human Emotions
Panic,An intense feeling of fear and urgency caused by a perceived immediate threat or danger.,The Book of Human Emotions
Collective behavior,"The text discusses how individuals in a crowd may lose personal identity and adopt a collective mindset, as explored in Gustave Le Bon's study on crowd psychology.",The Book of Human Emotions
Paranoia,"A state of intense distrust or suspicion, often irrational, where one feels others may be plotting harm or deceit against them.",The Book of Human Emotions
Inspiration,"The text conveys a sense of inspiration drawn from the memoirs of a German judge, Daniel Paul Schreber, particularly his work ""Memoirs of my Nervous Illness,"" highlighting its influence and significance in understanding personal and psychological experiences.",The Book of Human Emotions
Contempt,"A disdainful attitude toward something perceived as ordinary, unoriginal, or overly conventional.",The Book of Human Emotions
Paranoia,"A pervasive fear or suspicion, often irrational, that others are out to harm or deceive, as explored in the context of modern societal anxieties by Daniel and Jason Freeman in their work ""Paranoia: The 21st-Century Fear.""",The Book of Human Emotions
Interest,"Penny Garner developed a keen interest in dementia, leading to involvement in approaches like ""Contented Dementia,"" which emphasizes lifelong well-being through specialized care methods.",The Book of Human Emotions
Perversity,"A complex feeling characterized by an irrational desire to act against one's own interests or societal norms, often driven by defiance or contrariness.",The Book of Human Emotions
Perverse impulse,"A compulsion to act irrationally or self-destructively, often intensifying as reason warns against it.",The Book of Human Emotions
Fear,"The fear of open or vast spaces, often linked to feelings of vulnerability or being overwhelmed.",The Book of Human Emotions
Anxiety,"Madame B's excessive accumulation of furniture suggests a response to agoraphobia, reflecting anxiety and a need for control or security in her environment.",The Book of Human Emotions
Fear,"Agoraphobia, identified by Carl Otto Westphal, refers to an intense fear of open or public spaces, described as a neuropathic phenomenon in his 1871 publication.",The Book of Human Emotions
Anxiety,"The study explores the link between balance system dysfunction and agoraphobic avoidance, highlighting how physical impairments may contribute to heightened feelings of fear and avoidance in agoraphobia.",The Book of Human Emotions
Agoraphobia,"A feeling of fear or anxiety associated with open spaces, public places, or situations where escape feels difficult, often linked to a sense of shrinking personal boundaries and societal pressures.",The Book of Human Emotions
Philoprogenitiveness,"A deep affection or love for one's offspring or children, often associated with a nurturing and protective instinct.",The Book of Human Emotions
Inspiration,"A radiant and uplifting drive or motivation, often associated with creativity or enlightenment.",The Book of Human Emotions
Burdened,"Feeling overwhelmed and constrained by the responsibilities of maternal duties, likened to servitude.",The Book of Human Emotions
Pity,A feeling of sorrow or compassion caused by the suffering or misfortune of others.,The Book of Human Emotions
Disappointment,"Cicero highlights the fleeting nature of disappointment, referencing Apollonius to emphasize how quickly this emotion dissipates.",The Book of Human Emotions
Pity,"In medieval Christian Europe, pity was a significant emotion tied to religious and cultural practices, often explored through affective meditation and compassion.",The Book of Human Emotions
Admiration,"The speaker expresses appreciation and praise for someone's appearance and demeanor, highlighting their impressive looks and graceful movement.",The Book of Human Emotions
Timelessness,A sense of connection to the enduring and unchanging aspects of human history and existence.,The Book of Human Emotions
Departure,"The feeling associated with leaving or moving away, often implying a sense of transition or change.",The Book of Human Emotions
Wild Man Behavior,"A culturally specific emotional expression among the Gurumba tribe of New Guinea, characterized by erratic and disruptive actions, reflecting social or psychological tensions within the community.",The Book of Human Emotions
Amok,"A culturally specific intense emotional state in Malay culture, often associated with sudden, uncontrollable violent behavior, as explored in the referenced study.",The Book of Human Emotions
Pride,"A feeling of deep satisfaction and accomplishment derived from one's own achievements, qualities, or those of someone closely associated.",The Book of Human Emotions
Conflict,"The speaker experiences inner turmoil, acknowledging someone else's correctness while struggling to articulate their own perspective or feelings.",The Book of Human Emotions
Unable to determine,The provided text does not contain an explicit emotion description or context to analyze.,The Book of Human Emotions
Rage,"Intense, uncontrollable anger often accompanied by aggressive or destructive impulses.",The Book of Human Emotions
Anger,"Intense, disproportionate outbursts of anger, characteristic of Intermittent Explosive Disorder as defined in the DSM-V.",The Book of Human Emotions
Rationality,"The text emphasizes the role of reason in guiding emotions or actions, suggesting a state of logical and thoughtful consideration rather than impulsive or irrational behavior.",The Book of Human Emotions
Regret,"A feeling of sadness or disappointment over something that has happened or been done, often accompanied by a wish that it could have been different.",The Book of Human Emotions
Retribution,"The text conveys a sense of retribution, implying consequences or punishment for a specific action or deed.",The Book of Human Emotions
Guilt-proneness,"The study explores the connection between a tendency to feel guilt and leadership qualities, suggesting that guilt-proneness may influence leadership effectiveness and responsibility.",The Book of Human Emotions
Relief,"A feeling of reassurance and relaxation following the removal of stress, pain, or discomfort.",The Book of Human Emotions
Sadness,"A request to express vulnerability and release emotional pain, reflecting a deep sense of sorrow or distress.",The Book of Human Emotions
Stress relief,"The text suggests that crying may serve as a mechanism to alleviate stress, implying a connection between tears and emotional release.",The Book of Human Emotions
Reluctance,"A feeling of hesitation or unwillingness to act, often due to doubt, fear, or lack of desire.",The Book of Human Emotions
Love,"Amelia Earhart expresses deep affection and devotion to George Putnam in her heartfelt letter, reaffirming her emotional connection and commitment.",The Book of Human Emotions
Remorse,"A deep regret or guilt for a wrong committed, often accompanied by a desire to make amends or undo the harm caused.",The Book of Human Emotions
Awe,"The painting evokes awe through its depiction of Saint Peter Martyr performing a miraculous healing, showcasing divine intervention and compassion.",The Book of Human Emotions
Guilt,"Melanie Klein explores guilt as a childhood emotion tied to love and reparation, emphasizing its role in shaping relationships and personal development.",The Book of Human Emotions
Regret,"The emotion involves expressing remorse or acknowledgment of wrongdoing, aligning with J. L. Austin's theory of performative acts, where an apology functions as a speech act to mend relationships and take responsibility.",The Book of Human Emotions
Not explicitly stated,"The text provided does not describe an emotion but references a historical document from Durham Cathedral Archives, related to a court book from 1487–1498.",The Book of Human Emotions
Resentment,"A feeling of bitterness or indignation stemming from perceived unfair treatment or wrongs, often lingering over time.",The Book of Human Emotions
Not explicitly stated,"The text references Cesare Ripa’s *Iconologia*, a work describing moral emblems and allegorical representations of emotions, but does not specify a particular emotion or its description.",The Book of Human Emotions
Resentment,"Terrorism is driven by a distorted form of resentment, as described by Slavoj Žižek in his analysis of violence.",The Book of Human Emotions
Depth,"A profound and introspective state of the human soul, reflecting its capacity for complexity and self-awareness.",The Book of Human Emotions
Ringxiety,"The anxiety or phantom sensation of thinking your phone is ringing or vibrating when it is not, often linked to overdependence on technology.",The Book of Human Emotions
Ringxiety,"A psychological phenomenon where individuals falsely perceive their phone ringing or vibrating, often linked to anxiety or overdependence on mobile devices.",The Book of Human Emotions
Rivalry,"A competitive feeling or tension between individuals or groups, often driven by a desire to outperform or assert dominance over one another.",The Book of Human Emotions
